"Transcript_ID"	"Accession_ID"
"TRINITY_DN12843_c0_g1_i3"	"Q9NBX4"
"TRINITY_DN12843_c0_g1_i4"	"Q9NBX4"
"TRINITY_DN12843_c0_g1_i5"	"Q9NBX4"
"TRINITY_DN12843_c0_g1_i6"	"Q9NBX4"
"TRINITY_DN12843_c0_g1_i8"	"Q9NBX4"
"TRINITY_DN12843_c0_g1_i9"	"Q9NBX4"
"TRINITY_DN8919_c0_g1_i1"	"Q9NBX4"
"TRINITY_DN8919_c0_g1_i2"	"Q9NBX4"
"TRINITY_DN19119_c0_g4_i2"	"Q9NBX4"
"TRINITY_DN1345_c0_g1_i11"	"Q9NBX4"
"TRINITY_DN1345_c0_g1_i4"	"Q9NBX4"
"TRINITY_DN20112_c0_g1_i1"	"Q9NBX4"
"TRINITY_DN7178_c0_g1_i1"	"Q9NBX4"
"TRINITY_DN6261_c2_g1_i1"	"Q9NBX4"
"TRINITY_DN9371_c0_g1_i1"	"Q9NBX4"
"TRINITY_DN1676_c0_g1_i1"	"Q9NBX4"
"TRINITY_DN1621_c0_g1_i4"	"Q9NBX4"
"TRINITY_DN32176_c0_g1_i1"	"Q9NBX4"
"TRINITY_DN39482_c0_g1_i1"	"Q9NBX4"
"TRINITY_DN8431_c0_g1_i1"	"Q9NBX4"
"TRINITY_DN8431_c0_g1_i2"	"Q9NBX4"
"TRINITY_DN14084_c0_g1_i1"	"Q9NBX4"
"TRINITY_DN36767_c0_g1_i1"	"A7SE07"
"TRINITY_DN26997_c0_g1_i1"	"A7SE07"
"TRINITY_DN6883_c0_g1_i3"	"O15442"
"TRINITY_DN6883_c0_g1_i4"	"O15442"
"TRINITY_DN37701_c0_g1_i1"	"G5ED00"
"TRINITY_DN12228_c2_g1_i1"	"G5ED00"
"TRINITY_DN34304_c0_g1_i1"	"G5ED00"
"TRINITY_DN39385_c0_g1_i1"	"G5ED00"
"TRINITY_DN39385_c0_g1_i2"	"G5ED00"
"TRINITY_DN2987_c0_g1_i4"	"Q4QRC6"
"TRINITY_DN6765_c1_g1_i1"	"P60174"
"TRINITY_DN1_c27_g5_i1"	"Q588U8"
"TRINITY_DN1_c50_g4_i1"	"Q588U8"
"TRINITY_DN1_c27_g1_i1"	"Q588U8"
"TRINITY_DN1_c0_g1_i32"	"Q588U8"
"TRINITY_DN1_c0_g1_i33"	"Q588U8"
"TRINITY_DN1_c0_g1_i34"	"Q588U8"
"TRINITY_DN1_c0_g1_i43"	"Q588U8"
"TRINITY_DN1_c0_g1_i46"	"Q588U8"
"TRINITY_DN1_c0_g1_i6"	"Q588U8"
"TRINITY_DN1_c55_g7_i1"	"Q588U8"
"TRINITY_DN6001_c1_g1_i1"	"Q588U8"
"TRINITY_DN6001_c1_g1_i3"	"Q588U8"
"TRINITY_DN6001_c1_g1_i4"	"Q588U8"
"TRINITY_DN6001_c1_g1_i7"	"Q588U8"
"TRINITY_DN5471_c4_g2_i3"	"Q588U8"
"TRINITY_DN2355_c2_g1_i10"	"Q588U8"
"TRINITY_DN2355_c2_g1_i12"	"Q588U8"
"TRINITY_DN2355_c2_g1_i15"	"Q588U8"
"TRINITY_DN2355_c2_g1_i20"	"Q588U8"
"TRINITY_DN14073_c1_g2_i1"	"Q588U8"
"TRINITY_DN3377_c0_g1_i3"	"Q8K296"
"TRINITY_DN3377_c0_g1_i7"	"Q8K296"
"TRINITY_DN3377_c0_g1_i9"	"Q8K296"
"TRINITY_DN7654_c0_g1_i1"	"Q498J9"
"TRINITY_DN7654_c0_g1_i3"	"Q498J9"
"TRINITY_DN7654_c0_g1_i4"	"Q498J9"
"TRINITY_DN7654_c0_g1_i7"	"Q498J9"
"TRINITY_DN7654_c0_g1_i8"	"Q498J9"
"TRINITY_DN5101_c0_g1_i11"	"Q9BY79"
"TRINITY_DN5101_c0_g1_i8"	"Q9BY79"
"TRINITY_DN4534_c0_g1_i29"	"Q9BY79"
"TRINITY_DN14688_c0_g1_i2"	"Q9Y2I7"
"TRINITY_DN14688_c0_g1_i4"	"Q9Y2I7"
"TRINITY_DN14688_c0_g1_i5"	"Q9Y2I7"
"TRINITY_DN11082_c0_g1_i3"	"Q9Y2I7"
"TRINITY_DN4938_c0_g1_i1"	"Q9Y2I7"
"TRINITY_DN4938_c0_g1_i4"	"Q9Y2I7"
"TRINITY_DN4715_c2_g1_i1"	"Q9NU19"
"TRINITY_DN2513_c0_g1_i1"	"Q9NU19"
"TRINITY_DN2513_c0_g1_i2"	"Q9NU19"
"TRINITY_DN2513_c0_g1_i4"	"Q9NU19"
"TRINITY_DN37200_c0_g1_i1"	"Q9NU19"
"TRINITY_DN5385_c1_g1_i1"	"Q9NU19"
"TRINITY_DN12388_c0_g1_i1"	"O16810"
"TRINITY_DN20685_c0_g1_i1"	"O17502"
"TRINITY_DN5631_c0_g1_i1"	"Q2KHZ9"
"TRINITY_DN30180_c0_g1_i1"	"Q2KHZ9"
"TRINITY_DN7941_c0_g1_i2"	"Q2KHZ9"
"TRINITY_DN7941_c0_g1_i3"	"Q2KHZ9"
"TRINITY_DN17398_c0_g1_i1"	"Q2KHZ9"
"TRINITY_DN21951_c3_g1_i1"	"Q2KHZ9"
"TRINITY_DN196_c0_g1_i2"	"Q2KHZ9"
"TRINITY_DN196_c0_g1_i4"	"Q2KHZ9"
"TRINITY_DN6924_c0_g1_i1"	"Q5YLM1"
"TRINITY_DN6924_c0_g1_i2"	"Q5YLM1"
"TRINITY_DN6924_c0_g1_i3"	"Q5YLM1"
"TRINITY_DN11033_c0_g1_i14"	"Q5YLM1"
"TRINITY_DN11033_c0_g1_i15"	"Q5YLM1"
"TRINITY_DN11033_c0_g1_i18"	"Q5YLM1"
"TRINITY_DN11033_c0_g1_i19"	"Q5YLM1"
"TRINITY_DN11033_c0_g1_i3"	"Q5YLM1"
"TRINITY_DN11033_c0_g1_i4"	"Q5YLM1"
"TRINITY_DN11033_c0_g1_i6"	"Q5YLM1"
"TRINITY_DN16978_c0_g1_i1"	"O08912"
"TRINITY_DN20877_c0_g1_i1"	"O08912"
"TRINITY_DN20877_c1_g1_i1"	"O08912"
"TRINITY_DN17873_c0_g1_i1"	"A3KN83"
"TRINITY_DN17873_c0_g1_i2"	"A3KN83"
"TRINITY_DN41055_c0_g1_i1"	"Q6A4L1"
"TRINITY_DN19907_c4_g1_i1"	"P10605"
"TRINITY_DN20903_c0_g1_i1"	"P10605"
"TRINITY_DN33186_c0_g1_i1"	"P33194"
"TRINITY_DN19113_c0_g1_i1"	"P33194"
"TRINITY_DN17492_c0_g1_i1"	"P33194"
"TRINITY_DN4348_c0_g1_i1"	"Q6UW63"
"TRINITY_DN4348_c0_g1_i2"	"Q6UW63"
"TRINITY_DN4348_c0_g1_i3"	"Q6UW63"
"TRINITY_DN4348_c0_g1_i4"	"Q6UW63"
"TRINITY_DN40767_c0_g1_i1"	"Q3TCH7"
"TRINITY_DN33885_c0_g1_i1"	"Q3TCH7"
"TRINITY_DN24784_c0_g1_i1"	"Q3TCH7"
"TRINITY_DN31679_c0_g1_i1"	"Q3TCH7"
"TRINITY_DN17050_c0_g1_i1"	"P08736"
"TRINITY_DN15341_c1_g1_i1"	"P08736"
"TRINITY_DN120_c0_g1_i1"	"P34313"
"TRINITY_DN40522_c0_g1_i1"	"Q5RC84"
"TRINITY_DN40883_c0_g1_i1"	"Q5TZ24"
"TRINITY_DN30939_c0_g1_i1"	"A1L0T0"
"TRINITY_DN29950_c0_g1_i1"	"Q5E9T4"
"TRINITY_DN943_c0_g1_i2"	"P81021"
"TRINITY_DN943_c0_g1_i3"	"P81021"
"TRINITY_DN943_c0_g1_i5"	"P81021"
"TRINITY_DN943_c0_g1_i7"	"P81021"
"TRINITY_DN943_c0_g1_i8"	"P81021"
"TRINITY_DN943_c0_g1_i9"	"P81021"
"TRINITY_DN38663_c0_g1_i1"	"Q9ZVH4"
"TRINITY_DN855_c0_g1_i1"	"Q9VF87"
"TRINITY_DN855_c0_g1_i2"	"Q9VF87"
"TRINITY_DN855_c0_g1_i7"	"Q9VF87"
"TRINITY_DN2733_c0_g1_i1"	"Q9VF87"
"TRINITY_DN2733_c0_g1_i3"	"Q9VF87"
"TRINITY_DN2733_c0_g1_i4"	"Q9VF87"
"TRINITY_DN28894_c0_g1_i1"	"Q01070"
"TRINITY_DN9488_c0_g2_i1"	"Q01070"
"TRINITY_DN9488_c0_g1_i1"	"Q01070"
"TRINITY_DN13847_c0_g1_i1"	"P83103"
"TRINITY_DN13847_c0_g1_i3"	"P83103"
"TRINITY_DN16541_c0_g1_i1"	"P11214"
"TRINITY_DN5128_c2_g1_i1"	"Q05187"
"TRINITY_DN5128_c2_g1_i2"	"Q05187"
"TRINITY_DN12062_c4_g1_i1"	"Q05187"
"TRINITY_DN12062_c0_g1_i1"	"Q05187"
"TRINITY_DN12062_c0_g1_i3"	"Q05187"
"TRINITY_DN12062_c0_g1_i4"	"Q05187"
"TRINITY_DN12062_c1_g1_i1"	"Q05187"
"TRINITY_DN36756_c0_g1_i1"	"Q05187"
"TRINITY_DN18877_c0_g1_i1"	"Q05187"
"TRINITY_DN29737_c1_g1_i1"	"Q05187"
"TRINITY_DN29737_c0_g1_i1"	"Q05187"
"TRINITY_DN193_c1_g1_i1"	"Q05187"
"TRINITY_DN193_c20_g1_i1"	"Q05187"
"TRINITY_DN19972_c0_g1_i1"	"Q05187"
"TRINITY_DN19972_c0_g1_i3"	"Q05187"
"TRINITY_DN19972_c0_g1_i4"	"Q05187"
"TRINITY_DN19972_c0_g1_i5"	"Q05187"
"TRINITY_DN19972_c0_g1_i7"	"Q05187"
"TRINITY_DN19984_c0_g1_i1"	"Q05187"
"TRINITY_DN19984_c1_g1_i1"	"Q05187"
"TRINITY_DN19984_c0_g2_i1"	"Q05187"
"TRINITY_DN6141_c0_g1_i1"	"Q05187"
"TRINITY_DN6141_c0_g1_i4"	"Q05187"
"TRINITY_DN24734_c0_g1_i1"	"Q05187"
"TRINITY_DN21928_c1_g1_i1"	"Q05187"
"TRINITY_DN18419_c0_g1_i1"	"Q05187"
"TRINITY_DN5235_c0_g1_i1"	"Q9VRJ2"
"TRINITY_DN1585_c0_g1_i1"	"Q9VRJ2"
"TRINITY_DN1585_c0_g1_i2"	"Q9VRJ2"
"TRINITY_DN8081_c0_g1_i1"	"O95405"
"TRINITY_DN8081_c0_g1_i2"	"O95405"
"TRINITY_DN4159_c1_g1_i1"	"O95405"
"TRINITY_DN4159_c1_g1_i2"	"O95405"
"TRINITY_DN4159_c1_g1_i3"	"O95405"
"TRINITY_DN4159_c1_g1_i4"	"O95405"
"TRINITY_DN4159_c1_g1_i5"	"O95405"
"TRINITY_DN30114_c0_g1_i1"	"B7YZV4"
"TRINITY_DN29757_c0_g1_i1"	"Q6ZMT4"
"TRINITY_DN38990_c0_g1_i1"	"P70303"
"TRINITY_DN1935_c0_g1_i1"	"Q9HV66"
"TRINITY_DN1935_c0_g1_i2"	"Q9HV66"
"TRINITY_DN21688_c0_g2_i1"	"Q9HV66"
"TRINITY_DN32016_c0_g1_i1"	"Q9Y263"
"TRINITY_DN26472_c0_g1_i1"	"Q9Y263"
"TRINITY_DN2630_c0_g1_i1"	"Q9Y263"
"TRINITY_DN3628_c0_g1_i1"	"Q99323"
"TRINITY_DN317_c0_g1_i11"	"Q99323"
"TRINITY_DN317_c0_g1_i12"	"Q99323"
"TRINITY_DN317_c0_g1_i13"	"Q99323"
"TRINITY_DN317_c0_g1_i14"	"Q99323"
"TRINITY_DN317_c0_g1_i17"	"Q99323"
"TRINITY_DN317_c0_g1_i18"	"Q99323"
"TRINITY_DN317_c0_g1_i19"	"Q99323"
"TRINITY_DN317_c0_g1_i20"	"Q99323"
"TRINITY_DN317_c0_g1_i21"	"Q99323"
"TRINITY_DN317_c0_g1_i6"	"Q99323"
"TRINITY_DN317_c0_g1_i8"	"Q99323"
"TRINITY_DN317_c0_g1_i9"	"Q99323"
"TRINITY_DN25272_c0_g1_i1"	"O75688"
"TRINITY_DN821_c0_g1_i5"	"P23506"
"TRINITY_DN821_c0_g1_i6"	"P23506"
"TRINITY_DN18706_c0_g1_i1"	"P23506"
"TRINITY_DN10247_c0_g1_i1"	"Q7Z7M9"
"TRINITY_DN10247_c0_g1_i2"	"Q7Z7M9"
"TRINITY_DN13467_c0_g1_i1"	"Q9SFU0"
"TRINITY_DN19801_c1_g1_i1"	"P35072"
"TRINITY_DN6062_c0_g1_i3"	"P35072"
"TRINITY_DN6002_c0_g1_i1"	"P35072"
"TRINITY_DN6002_c0_g1_i4"	"P35072"
"TRINITY_DN6002_c0_g1_i7"	"P35072"
"TRINITY_DN6002_c0_g1_i8"	"P35072"
"TRINITY_DN646_c0_g1_i18"	"P35072"
"TRINITY_DN11958_c0_g1_i1"	"P35072"
"TRINITY_DN11958_c0_g1_i11"	"P35072"
"TRINITY_DN11958_c0_g1_i4"	"P35072"
"TRINITY_DN11958_c0_g1_i5"	"P35072"
"TRINITY_DN11958_c0_g1_i6"	"P35072"
"TRINITY_DN11958_c0_g1_i7"	"P35072"
"TRINITY_DN11958_c0_g1_i8"	"P35072"
"TRINITY_DN15772_c1_g1_i1"	"P35072"
"TRINITY_DN2399_c0_g1_i4"	"P35072"
"TRINITY_DN2399_c0_g1_i5"	"P35072"
"TRINITY_DN2399_c0_g1_i7"	"P35072"
"TRINITY_DN2399_c0_g1_i8"	"P35072"
"TRINITY_DN1459_c0_g1_i1"	"P35072"
"TRINITY_DN1459_c0_g1_i17"	"P35072"
"TRINITY_DN1459_c0_g1_i19"	"P35072"
"TRINITY_DN1459_c0_g1_i20"	"P35072"
"TRINITY_DN1459_c0_g1_i24"	"P35072"
"TRINITY_DN1459_c0_g1_i25"	"P35072"
"TRINITY_DN1459_c0_g1_i26"	"P35072"
"TRINITY_DN1459_c0_g1_i3"	"P35072"
"TRINITY_DN1459_c0_g1_i7"	"P35072"
"TRINITY_DN1459_c0_g1_i8"	"P35072"
"TRINITY_DN1459_c0_g1_i9"	"P35072"
"TRINITY_DN17699_c0_g1_i1"	"P35072"
"TRINITY_DN17699_c0_g1_i2"	"P35072"
"TRINITY_DN17699_c0_g1_i3"	"P35072"
"TRINITY_DN17699_c0_g1_i7"	"P35072"
"TRINITY_DN6666_c0_g1_i1"	"P35072"
"TRINITY_DN5778_c1_g1_i1"	"P35072"
"TRINITY_DN5778_c1_g1_i4"	"P35072"
"TRINITY_DN10905_c0_g1_i7"	"P35072"
"TRINITY_DN20347_c0_g1_i1"	"P35072"
"TRINITY_DN5528_c0_g1_i5"	"P35072"
"TRINITY_DN11318_c0_g2_i1"	"P35072"
"TRINITY_DN11318_c0_g2_i3"	"P35072"
"TRINITY_DN17826_c0_g1_i4"	"P35072"
"TRINITY_DN722_c2_g1_i3"	"P35072"
"TRINITY_DN722_c2_g1_i4"	"P35072"
"TRINITY_DN2265_c0_g1_i12"	"P35072"
"TRINITY_DN2265_c0_g1_i16"	"P35072"
"TRINITY_DN2265_c0_g1_i18"	"P35072"
"TRINITY_DN2265_c0_g1_i6"	"P35072"
"TRINITY_DN5391_c0_g1_i11"	"P35072"
"TRINITY_DN5391_c0_g1_i19"	"P35072"
"TRINITY_DN5391_c0_g1_i3"	"P35072"
"TRINITY_DN5391_c0_g1_i8"	"P35072"
"TRINITY_DN5391_c0_g1_i9"	"P35072"
"TRINITY_DN6511_c0_g1_i1"	"Q16FT5"
