"Transcript_ID"	"Accession_ID"
"TRINITY_DN3810_c0_g1_i1"	"Q6P6R2"
"TRINITY_DN14_c0_g1_i3"	"B7F845"
"TRINITY_DN14_c0_g1_i4"	"B7F845"
"TRINITY_DN14_c0_g1_i5"	"B7F845"
"TRINITY_DN14_c0_g1_i1"	"B7F845"
"TRINITY_DN861_c0_g1_i1"	"Q653S3"
"TRINITY_DN3414_c0_g1_i1"	"Q653S3"
"TRINITY_DN2798_c0_g1_i1"	"Q9UFH2"
"TRINITY_DN4946_c0_g1_i1"	"Q9UFH2"
"TRINITY_DN2298_c0_g1_i1"	"Q56XY2"
"TRINITY_DN1918_c0_g1_i2"	"Q24K21"
"TRINITY_DN4824_c0_g1_i1"	"Q0JJS8"
"TRINITY_DN10_c0_g1_i13"	"O44001"
"TRINITY_DN10_c0_g1_i15"	"O44001"
"TRINITY_DN10_c0_g1_i10"	"O44001"
"TRINITY_DN10_c0_g1_i2"	"O44001"
"TRINITY_DN10_c0_g1_i9"	"O44001"
"TRINITY_DN10_c0_g1_i6"	"O44001"
"TRINITY_DN3711_c0_g1_i1"	"O44001"
"TRINITY_DN107_c0_g1_i1"	"O44001"
"TRINITY_DN133_c0_g1_i1"	"O44001"
"TRINITY_DN323_c0_g1_i1"	"O44001"
"TRINITY_DN2270_c0_g1_i4"	"O44001"
"TRINITY_DN4698_c0_g1_i1"	"Q9KEF5"
"TRINITY_DN4055_c0_g1_i1"	"Q9SA23"
"TRINITY_DN841_c0_g1_i1"	"O24308"
"TRINITY_DN4851_c0_g1_i1"	"O24308"
"TRINITY_DN3392_c0_g1_i1"	"O24308"
"TRINITY_DN1681_c0_g1_i1"	"O24308"
"TRINITY_DN139_c0_g1_i4"	"Q9SLA2"
"TRINITY_DN139_c0_g1_i6"	"Q9SLA2"
"TRINITY_DN139_c0_g1_i5"	"Q9SLA2"
"TRINITY_DN139_c0_g1_i7"	"Q9SLA2"
"TRINITY_DN4219_c0_g1_i1"	"Q0KL01"
"TRINITY_DN650_c0_g1_i1"	"O34389"
"TRINITY_DN857_c0_g1_i1"	"P29763"
"TRINITY_DN114_c0_g1_i2"	"P29763"
"TRINITY_DN114_c0_g1_i1"	"P29763"
"TRINITY_DN4719_c0_g1_i1"	"Q04656"
"TRINITY_DN734_c0_g1_i1"	"Q9LNC5"
"TRINITY_DN390_c0_g1_i2"	"Q5XF24"
"TRINITY_DN213_c0_g1_i1"	"Q54XK2"
"TRINITY_DN213_c0_g1_i2"	"Q54XK2"
"TRINITY_DN691_c0_g2_i1"	"Q54XK2"
"TRINITY_DN691_c0_g1_i1"	"Q54XK2"
"TRINITY_DN983_c0_g2_i1"	"Q68F18"
"TRINITY_DN2619_c0_g1_i1"	"Q9C6B9"
"TRINITY_DN3783_c0_g1_i1"	"C9WPN6"
"TRINITY_DN3671_c0_g1_i1"	"P53041"
"TRINITY_DN2177_c0_g1_i1"	"P53041"
"TRINITY_DN3714_c0_g1_i1"	"O08759"
"TRINITY_DN2864_c0_g1_i1"	"O08759"
"TRINITY_DN2647_c0_g1_i1"	"O08759"
"TRINITY_DN3283_c0_g1_i1"	"P21440"
"TRINITY_DN1044_c0_g1_i1"	"P46952"
"TRINITY_DN92_c0_g2_i1"	"Q5QMN3"
"TRINITY_DN92_c0_g2_i3"	"Q5QMN3"
"TRINITY_DN1558_c0_g1_i1"	"Q5QMN3"
"TRINITY_DN5231_c0_g1_i1"	"Q7S4P3"
"TRINITY_DN3314_c0_g1_i1"	"Q8CGY6"
"TRINITY_DN4543_c0_g1_i1"	"P35447"
"TRINITY_DN3613_c0_g1_i1"	"P35447"
"TRINITY_DN4057_c0_g1_i1"	"P35447"
"TRINITY_DN612_c0_g1_i1"	"P35447"
"TRINITY_DN2355_c0_g1_i1"	"A8WGF4"
"TRINITY_DN357_c0_g1_i1"	"A8WGF4"
"TRINITY_DN110_c0_g1_i2"	"Q8LGF7"
"TRINITY_DN110_c0_g1_i1"	"Q8LGF7"
"TRINITY_DN654_c0_g1_i2"	"P44326"
"TRINITY_DN654_c0_g1_i1"	"P44326"
"TRINITY_DN95_c0_g1_i3"	"Q9XGL4"
"TRINITY_DN95_c0_g1_i6"	"Q9XGL4"
"TRINITY_DN95_c0_g1_i7"	"Q9XGL4"
"TRINITY_DN95_c0_g1_i5"	"Q9XGL4"
"TRINITY_DN95_c0_g1_i1"	"Q9XGL4"
"TRINITY_DN95_c0_g1_i4"	"Q9XGL4"
"TRINITY_DN394_c0_g1_i1"	"Q2GZQ4"
"TRINITY_DN1174_c0_g1_i3"	"Q47D81"
"TRINITY_DN1174_c0_g1_i1"	"Q47D81"
"TRINITY_DN11_c0_g1_i9"	"P46793"
"TRINITY_DN11_c0_g1_i11"	"P46793"
"TRINITY_DN11_c0_g1_i6"	"P46793"
"TRINITY_DN11_c0_g1_i3"	"P46793"
"TRINITY_DN4237_c0_g1_i1"	"Q8RUS5"
"TRINITY_DN582_c0_g3_i1"	"O35254"
"TRINITY_DN4040_c0_g1_i1"	"O66829"
"TRINITY_DN56_c0_g1_i1"	"Q9SIP7"
"TRINITY_DN217_c0_g1_i3"	"Q553S2"
"TRINITY_DN217_c0_g1_i1"	"Q553S2"
"TRINITY_DN34_c0_g1_i3"	"P42795"
"TRINITY_DN34_c0_g1_i2"	"P42795"
"TRINITY_DN34_c0_g1_i4"	"P42795"
"TRINITY_DN34_c0_g1_i1"	"P42795"
"TRINITY_DN78_c0_g2_i1"	"P42795"
"TRINITY_DN78_c0_g1_i1"	"P42795"
"TRINITY_DN1987_c0_g1_i2"	"P28178"
"TRINITY_DN1970_c0_g1_i1"	"P28178"
"TRINITY_DN2798_c0_g2_i1"	"Q9NYC9"
"TRINITY_DN621_c0_g2_i1"	"Q9NYC9"
"TRINITY_DN621_c0_g3_i1"	"Q9NYC9"
"TRINITY_DN4922_c0_g1_i1"	"Q9NYC9"
"TRINITY_DN4415_c0_g1_i1"	"Q9NYC9"
"TRINITY_DN883_c0_g1_i1"	"Q6AXQ7"
"TRINITY_DN1188_c0_g1_i1"	"P59708"
"TRINITY_DN1254_c0_g1_i1"	"P87239"
"TRINITY_DN1754_c0_g1_i1"	"Q54ED4"
"TRINITY_DN1804_c0_g1_i1"	"Q54ED4"
"TRINITY_DN2690_c0_g1_i1"	"A8Y197"
"TRINITY_DN3125_c0_g1_i1"	"Q8H4S6"
"TRINITY_DN1540_c0_g1_i1"	"Q8H4S6"
"TRINITY_DN2000_c0_g1_i1"	"P31320"
"TRINITY_DN430_c0_g1_i3"	"P31320"
"TRINITY_DN430_c0_g1_i2"	"P31320"
"TRINITY_DN430_c0_g1_i1"	"P31320"
"TRINITY_DN430_c0_g1_i4"	"P31320"
"TRINITY_DN529_c0_g2_i1"	"P31320"
"TRINITY_DN2116_c0_g1_i1"	"P31320"
"TRINITY_DN1147_c0_g1_i1"	"Q6EQX3"
"TRINITY_DN1264_c0_g1_i1"	"Q6EQX3"
"TRINITY_DN3630_c0_g1_i1"	"Q9VL06"
"TRINITY_DN3300_c0_g1_i1"	"Q9VL06"
"TRINITY_DN1301_c0_g2_i1"	"O43818"
"TRINITY_DN5198_c0_g1_i1"	"Q6INF3"
"TRINITY_DN4974_c0_g1_i1"	"P93028"
"TRINITY_DN2650_c0_g1_i1"	"P22694"
"TRINITY_DN211_c0_g1_i2"	"P0DKK0"
"TRINITY_DN1986_c0_g1_i1"	"Q9SYB0"
"TRINITY_DN3988_c0_g1_i1"	"Q8LPJ4"
"TRINITY_DN3003_c0_g1_i1"	"Q8LPJ4"
"TRINITY_DN82_c0_g1_i3"	"P49692"
"TRINITY_DN82_c0_g1_i1"	"P49692"
"TRINITY_DN82_c0_g1_i4"	"P49692"
"TRINITY_DN82_c0_g1_i2"	"P49692"
"TRINITY_DN3170_c0_g1_i1"	"Q90Z08"
"TRINITY_DN24_c0_g1_i2"	"Q96UF2"
"TRINITY_DN4250_c0_g1_i1"	"P11139"
"TRINITY_DN3577_c0_g1_i1"	"Q8BYR1"
"TRINITY_DN2798_c0_g3_i1"	"P39057"
"TRINITY_DN1210_c0_g1_i1"	"P39057"
"TRINITY_DN3771_c0_g1_i1"	"P41001"
"TRINITY_DN3285_c0_g1_i1"	"P41001"
"TRINITY_DN573_c0_g1_i1"	"P41001"
"TRINITY_DN3785_c0_g1_i1"	"Q8YVU6"
"TRINITY_DN5158_c0_g1_i1"	"O43520"
"TRINITY_DN4794_c0_g1_i1"	"Q5ATG5"
"TRINITY_DN444_c0_g1_i1"	"Q5ATG5"
"TRINITY_DN444_c0_g1_i2"	"Q5ATG5"
"TRINITY_DN1413_c0_g1_i1"	"Q5ATG5"
"TRINITY_DN1670_c0_g1_i1"	"Q5ATG5"
"TRINITY_DN1880_c0_g1_i1"	"Q9US41"
"TRINITY_DN1880_c0_g1_i2"	"Q9US41"
"TRINITY_DN423_c0_g1_i2"	"Q9SRH6"
"TRINITY_DN423_c0_g1_i1"	"Q9SRH6"
"TRINITY_DN5148_c0_g1_i1"	"Q9SRH6"
"TRINITY_DN1868_c0_g1_i1"	"Q40255"
"TRINITY_DN1555_c0_g1_i1"	"F4JS25"
"TRINITY_DN3859_c0_g1_i1"	"Q6DGL8"
"TRINITY_DN900_c0_g1_i1"	"Q8LPJ3"
"TRINITY_DN3028_c0_g1_i1"	"Q6PS57"
"TRINITY_DN321_c0_g1_i5"	"Q6PS57"
"TRINITY_DN321_c0_g1_i4"	"Q6PS57"
"TRINITY_DN321_c0_g1_i3"	"Q6PS57"
"TRINITY_DN2993_c0_g1_i1"	"Q11KL2"
"TRINITY_DN4154_c0_g1_i1"	"Q9V410"
"TRINITY_DN158_c1_g1_i1"	"Q9V410"
"TRINITY_DN2198_c0_g1_i1"	"Q9V410"
"TRINITY_DN1223_c0_g1_i1"	"Q9V410"
"TRINITY_DN2484_c0_g1_i1"	"Q9V410"
"TRINITY_DN1159_c0_g1_i1"	"Q54JC8"
"TRINITY_DN3151_c0_g1_i1"	"Q54JC8"
"TRINITY_DN4771_c0_g1_i1"	"P35182"
"TRINITY_DN2884_c0_g1_i1"	"P35182"
"TRINITY_DN4608_c0_g1_i1"	"P35182"
"TRINITY_DN1991_c0_g1_i1"	"Q9UM54"
"TRINITY_DN18_c0_g1_i12"	"Q03685"
"TRINITY_DN18_c0_g1_i3"	"Q03685"
"TRINITY_DN18_c0_g1_i10"	"Q03685"
"TRINITY_DN18_c0_g1_i1"	"Q03685"
"TRINITY_DN18_c0_g1_i2"	"Q03685"
"TRINITY_DN220_c0_g2_i3"	"Q03685"
"TRINITY_DN220_c0_g2_i1"	"Q03685"
"TRINITY_DN4340_c0_g1_i1"	"Q39493"
"TRINITY_DN5029_c0_g1_i1"	"Q39493"
"TRINITY_DN1672_c0_g1_i2"	"P46976"
"TRINITY_DN4271_c0_g1_i1"	"Q8IBG1"
"TRINITY_DN1673_c0_g1_i1"	"Q5ZKR7"
"TRINITY_DN858_c0_g1_i1"	"Q9C0G6"
"TRINITY_DN3933_c0_g1_i1"	"Q9C0G6"
"TRINITY_DN3175_c0_g1_i1"	"Q9C0G6"
"TRINITY_DN2849_c0_g2_i1"	"Q9C0G6"
"TRINITY_DN3539_c0_g1_i1"	"Q9C0G6"
"TRINITY_DN2697_c0_g1_i1"	"Q9C0G6"
"TRINITY_DN3010_c0_g1_i1"	"Q9C0G6"
"TRINITY_DN994_c0_g1_i1"	"Q9C0G6"
"TRINITY_DN1018_c0_g1_i1"	"Q9C0G6"
"TRINITY_DN942_c0_g1_i2"	"P50336"
"TRINITY_DN942_c0_g1_i1"	"P50336"
"TRINITY_DN2087_c0_g1_i1"	"Q8K245"
"TRINITY_DN671_c0_g2_i2"	"Q8L796"
"TRINITY_DN671_c0_g2_i1"	"Q8L796"
"TRINITY_DN4146_c0_g1_i1"	"Q8L796"
"TRINITY_DN1730_c0_g1_i1"	"Q8L796"
"TRINITY_DN3367_c0_g1_i1"	"Q1LZ96"
"TRINITY_DN184_c0_g1_i1"	"P40590"
"TRINITY_DN184_c0_g1_i2"	"P40590"
"TRINITY_DN4245_c0_g1_i1"	"Q56X76"
"TRINITY_DN348_c0_g1_i2"	"Q05763"
"TRINITY_DN348_c0_g1_i1"	"Q05763"
"TRINITY_DN338_c0_g1_i1"	"Q6DD70"
"TRINITY_DN338_c0_g1_i2"	"Q6DD70"
"TRINITY_DN4435_c0_g1_i1"	"O84345"
"TRINITY_DN3899_c0_g1_i1"	"P42211"
"TRINITY_DN513_c0_g1_i2"	"Q7ZVZ7"
"TRINITY_DN2411_c0_g1_i1"	"Q7ZVZ7"
"TRINITY_DN1595_c0_g1_i1"	"Q7ZVZ7"
"TRINITY_DN1595_c0_g1_i2"	"Q7ZVZ7"
"TRINITY_DN2645_c0_g1_i1"	"Q5FWQ0"
"TRINITY_DN1583_c0_g2_i1"	"Q6IP09"
"TRINITY_DN4948_c0_g1_i1"	"Q9SIV5"
"TRINITY_DN4093_c0_g1_i1"	"Q54BI3"
"TRINITY_DN3722_c0_g1_i1"	"Q8CDU5"
"TRINITY_DN4592_c0_g1_i1"	"Q8VIG3"
"TRINITY_DN2705_c0_g1_i1"	"Q8VIG3"
"TRINITY_DN4416_c0_g1_i1"	"Q9ERH3"
"TRINITY_DN2952_c0_g1_i1"	"P34624"
"TRINITY_DN4380_c0_g1_i1"	"O22899"
"TRINITY_DN2877_c0_g1_i1"	"O22899"
"TRINITY_DN1078_c0_g2_i1"	"O22899"
"TRINITY_DN5179_c0_g1_i1"	"Q54G06"
"TRINITY_DN216_c0_g1_i1"	"Q8VDM6"
"TRINITY_DN4605_c0_g1_i1"	"Q8VDM6"
"TRINITY_DN1567_c0_g1_i1"	"Q6H4N0"
"TRINITY_DN296_c0_g1_i1"	"P53476"
"TRINITY_DN2911_c0_g1_i1"	"Q7XJ53"
"TRINITY_DN2131_c0_g1_i2"	"Q7XJ53"
"TRINITY_DN618_c0_g1_i2"	"P49727"
"TRINITY_DN618_c0_g1_i1"	"P49727"
"TRINITY_DN4092_c0_g1_i1"	"Q54R82"
"TRINITY_DN5296_c0_g1_i1"	"Q54R82"
"TRINITY_DN1407_c0_g1_i1"	"Q54R82"
"TRINITY_DN1160_c0_g1_i1"	"Q93ZT6"
"TRINITY_DN869_c0_g2_i1"	"Q7XR06"
"TRINITY_DN952_c0_g1_i1"	"Q7XR06"
"TRINITY_DN3586_c0_g1_i1"	"Q9SFU0"
"TRINITY_DN2153_c0_g1_i1"	"Q9SFU0"
"TRINITY_DN957_c0_g1_i1"	"Q9SFU0"
"TRINITY_DN957_c0_g3_i1"	"Q9SFU0"
"TRINITY_DN2518_c0_g1_i1"	"O94580"
"TRINITY_DN1132_c0_g1_i1"	"O96081"
"TRINITY_DN1213_c0_g1_i1"	"Q8P9T9"
"TRINITY_DN2992_c0_g1_i1"	"Q9SKZ5"
"TRINITY_DN2149_c0_g2_i1"	"Q9I7S6"
"TRINITY_DN633_c0_g3_i1"	"Q03387"
"TRINITY_DN4611_c0_g1_i1"	"Q03387"
"TRINITY_DN4008_c0_g1_i1"	"Q5UNT8"
"TRINITY_DN4041_c0_g1_i1"	"Q5UNT8"
"TRINITY_DN4376_c0_g1_i1"	"Q9VCH5"
"TRINITY_DN1672_c0_g1_i1"	"H2KYQ5"
"TRINITY_DN1384_c0_g1_i1"	"P72188"
"TRINITY_DN2335_c0_g1_i1"	"Q5RD06"
"TRINITY_DN2711_c0_g1_i1"	"P53498"
"TRINITY_DN708_c0_g1_i1"	"A5YKK6"
"TRINITY_DN3747_c0_g1_i1"	"F4KIL8"
"TRINITY_DN158_c0_g1_i2"	"F4KIL8"
"TRINITY_DN3932_c0_g1_i1"	"Q71N41"
"TRINITY_DN4428_c0_g1_i1"	"Q5XGI5"
"TRINITY_DN1117_c0_g1_i2"	"Q9SMH3"
"TRINITY_DN1117_c0_g1_i1"	"Q9SMH3"
"TRINITY_DN4052_c0_g1_i1"	"Q9SMH3"
"TRINITY_DN2373_c0_g1_i1"	"Q9SMH3"
"TRINITY_DN2614_c0_g1_i1"	"Q9SMH3"
"TRINITY_DN1783_c0_g1_i1"	"Q9SMH3"
"TRINITY_DN2102_c0_g1_i1"	"Q9SMH3"
"TRINITY_DN4911_c0_g1_i1"	"Q9SMH3"
"TRINITY_DN1640_c0_g1_i1"	"Q9SMH3"
"TRINITY_DN3395_c0_g1_i1"	"Q6AY17"
"TRINITY_DN781_c0_g1_i2"	"Q12874"
"TRINITY_DN781_c0_g1_i1"	"Q12874"
"TRINITY_DN781_c0_g1_i4"	"Q12874"
"TRINITY_DN4566_c0_g1_i1"	"Q550K8"
"TRINITY_DN4953_c0_g1_i1"	"Q550K8"
"TRINITY_DN202_c0_g1_i1"	"C1D8N3"
"TRINITY_DN202_c0_g1_i2"	"C1D8N3"
"TRINITY_DN2817_c0_g2_i3"	"Q8FDE1"
"TRINITY_DN2817_c0_g2_i2"	"Q8FDE1"
"TRINITY_DN1417_c0_g1_i1"	"Q8FDE1"
"TRINITY_DN2914_c0_g1_i1"	"Q97VX5"
"TRINITY_DN1105_c0_g2_i1"	"Q16959"
"TRINITY_DN1105_c0_g1_i1"	"Q16959"
"TRINITY_DN2836_c0_g1_i1"	"Q16959"
"TRINITY_DN5103_c0_g1_i1"	"Q758S3"
"TRINITY_DN2468_c0_g1_i1"	"P53062"
"TRINITY_DN240_c0_g1_i1"	"O94268"
"TRINITY_DN2124_c0_g1_i1"	"O81983"
"TRINITY_DN959_c0_g2_i1"	"O81983"
"TRINITY_DN57_c0_g1_i4"	"P62282"
"TRINITY_DN57_c0_g1_i2"	"P62282"
"TRINITY_DN57_c0_g1_i1"	"P62282"
"TRINITY_DN57_c0_g1_i3"	"P62282"
"TRINITY_DN686_c0_g3_i1"	"Q8W4M7"
"TRINITY_DN686_c0_g1_i1"	"Q8W4M7"
"TRINITY_DN931_c0_g1_i1"	"Q84XU2"
"TRINITY_DN931_c0_g1_i2"	"Q84XU2"
"TRINITY_DN931_c0_g1_i3"	"Q84XU2"
"TRINITY_DN1249_c0_g1_i1"	"Q6GLZ8"
"TRINITY_DN1749_c0_g1_i1"	"Q01386"
"TRINITY_DN246_c0_g1_i1"	"Q8WXX0"
"TRINITY_DN3166_c0_g1_i1"	"Q8WXX0"
"TRINITY_DN1943_c0_g1_i1"	"Q8WXX0"
"TRINITY_DN3020_c0_g1_i1"	"Q8WXX0"
"TRINITY_DN1850_c0_g1_i1"	"Q8WXX0"
"TRINITY_DN1850_c0_g2_i1"	"Q8WXX0"
"TRINITY_DN1077_c0_g1_i1"	"Q8WXX0"
"TRINITY_DN384_c0_g1_i3"	"P55925"
"TRINITY_DN384_c0_g1_i1"	"P55925"
"TRINITY_DN329_c0_g1_i1"	"Q6NVM6"
"TRINITY_DN329_c0_g1_i2"	"Q6NVM6"
"TRINITY_DN234_c0_g1_i1"	"O75386"
"TRINITY_DN936_c0_g1_i1"	"Q93615"
"TRINITY_DN4234_c0_g1_i1"	"Q8W4I9"
"TRINITY_DN3663_c0_g1_i1"	"Q8W4I9"
"TRINITY_DN3754_c0_g1_i1"	"Q8W4I9"
"TRINITY_DN3504_c0_g1_i1"	"Q8W4I9"
"TRINITY_DN2660_c0_g1_i1"	"Q8W4I9"
"TRINITY_DN2122_c0_g1_i1"	"Q8W4I9"
"TRINITY_DN3878_c0_g1_i1"	"Q9FF17"
"TRINITY_DN273_c0_g1_i3"	"A0A1L8HCK2"
"TRINITY_DN273_c0_g1_i2"	"A0A1L8HCK2"
"TRINITY_DN3400_c0_g1_i1"	"P74598"
"TRINITY_DN1876_c0_g1_i1"	"Q9VVI9"
"TRINITY_DN2420_c0_g1_i1"	"Q32LQ6"
"TRINITY_DN2407_c0_g1_i1"	"Q9ERU9"
"TRINITY_DN62_c0_g2_i2"	"Q8MPF7"
"TRINITY_DN62_c0_g2_i1"	"Q8MPF7"
"TRINITY_DN62_c0_g1_i1"	"Q8MPF7"
"TRINITY_DN2728_c0_g2_i1"	"Q657W3"
"TRINITY_DN87_c0_g1_i5"	"P22125"
"TRINITY_DN87_c0_g1_i19"	"P22125"
"TRINITY_DN87_c0_g1_i1"	"P22125"
"TRINITY_DN87_c0_g1_i8"	"P22125"
"TRINITY_DN87_c0_g1_i16"	"P22125"
"TRINITY_DN87_c0_g1_i15"	"P22125"
"TRINITY_DN87_c0_g1_i17"	"P22125"
"TRINITY_DN86_c0_g2_i1"	"P59271"
"TRINITY_DN86_c0_g1_i1"	"P59271"
"TRINITY_DN4831_c0_g1_i1"	"B6EUA9"
"TRINITY_DN1099_c0_g1_i1"	"G5ECS8"
"TRINITY_DN2027_c0_g1_i1"	"Q5SMG8"
"TRINITY_DN1029_c0_g1_i1"	"Q5SMG8"
"TRINITY_DN3665_c0_g1_i1"	"Q9Y5L0"
"TRINITY_DN220_c0_g7_i1"	"F4ILR7"
"TRINITY_DN3724_c0_g1_i1"	"F4ILR7"
"TRINITY_DN2639_c0_g1_i1"	"F4ILR7"
"TRINITY_DN5206_c0_g1_i1"	"Q9LYZ7"
"TRINITY_DN256_c0_g1_i2"	"Q8N5P1"
"TRINITY_DN141_c0_g1_i1"	"Q8N5P1"
"TRINITY_DN141_c0_g1_i3"	"Q8N5P1"
"TRINITY_DN600_c0_g1_i1"	"P27996"
"TRINITY_DN131_c0_g1_i3"	"P27996"
"TRINITY_DN131_c0_g1_i5"	"P27996"
"TRINITY_DN131_c0_g1_i2"	"P27996"
"TRINITY_DN131_c0_g1_i1"	"P27996"
"TRINITY_DN131_c0_g1_i4"	"P27996"
"TRINITY_DN2926_c0_g1_i1"	"Q8H0V6"
"TRINITY_DN607_c0_g1_i1"	"Q8H0V6"
"TRINITY_DN4139_c0_g1_i1"	"Q7ZXY0"
"TRINITY_DN2347_c0_g1_i1"	"Q8K0V4"
"TRINITY_DN4808_c0_g1_i1"	"Q8K0V4"
"TRINITY_DN2779_c0_g1_i1"	"Q54DS8"
"TRINITY_DN1440_c0_g1_i1"	"Q54DS8"
"TRINITY_DN2940_c0_g1_i2"	"P45860"
"TRINITY_DN4927_c0_g1_i1"	"Q9T075"
"TRINITY_DN342_c0_g1_i1"	"Q57695"
"TRINITY_DN4679_c0_g1_i1"	"P51566"
"TRINITY_DN1067_c0_g1_i1"	"P51566"
"TRINITY_DN5105_c0_g1_i1"	"Q74GW7"
"TRINITY_DN3811_c0_g1_i1"	"Q54WR9"
"TRINITY_DN3782_c0_g1_i1"	"Q54WR9"
"TRINITY_DN399_c0_g2_i1"	"Q54WR9"
"TRINITY_DN399_c0_g1_i1"	"Q54WR9"
"TRINITY_DN87_c0_g1_i21"	"Q6NYB7"
"TRINITY_DN87_c0_g1_i2"	"Q6NYB7"
